file,sheet,field,dtype,non_null_rate,unique_count,sample_values_masked,possible_entity,possible_metric,notes
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (3).xlsx,销售额统计（按日）,现金额,text_or_mixed,1.0000,696,2581.76 | 2366.32 | 2557.30,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (3).xlsx,销售额统计（按日）,订单数,text_or_mixed,1.0000,110,18.0 | 19.0 | 16.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (3).xlsx,销售额统计（按日）,单体金额,text_or_mixed,1.0000,672,1187.46 | 1754.32 | 1602.3,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (3).xlsx,销售额统计（按日）,诊所金额,text_or_mixed,1.0000,500,85.5 | 50.0 | 526.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (3).xlsx,销售额统计（按日）,连锁总部金额,text_or_mixed,1.0000,112,580.0 | 299.8 | 144.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (3).xlsx,销售额统计（按日）,连锁加盟金额,text_or_mixed,1.0000,417,728.8 | 262.2 | 285.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (3).xlsx,销售额统计（按日）,器械店金额,text_or_mixed,1.0000,109,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（周期汇总）,供应商名称,text_or_mixed,1.0000,90,丽康琴保健品 | 都尔东康 | 普宁普慈,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（周期汇总）,运营人员,text_or_mixed,0.6778,3,"高运,高运 | 高运,高运 | 高运",operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（周期汇总）,商务对接人,text_or_mixed,0.3444,2,蓝通 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（周期汇总）,现金额,text_or_mixed,1.0000,89,23282.51 | 4447.00 | 28865.58,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（周期汇总）,订单数,text_or_mixed,1.0000,76,131.0 | 37.0 | 391.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（周期汇总）,单体金额,text_or_mixed,1.0000,87,10719.39 | 2663.0 | 19757.79,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（周期汇总）,诊所金额,text_or_mixed,1.0000,80,2786.1 | 295.0 | 7134.93,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（周期汇总）,连锁总部金额,text_or_mixed,1.0000,28,6956.32 | 1242.0 | 1090.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（周期汇总）,连锁加盟金额,text_or_mixed,1.0000,68,2820.7 | 247.0 | 329.66,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（周期汇总）,器械店金额,text_or_mixed,1.0000,40,0.0 | 0.0 | 553.2,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,供应商名称,text_or_mixed,1.0000,90,丽康琴保健品 | 都尔东康 | 普宁普慈,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,月份,text_or_mixed,1.0000,1,202606.0 | 202606.0 | 202606.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,运营人员,text_or_mixed,0.6778,3,"高运,高运 | 高运,高运 | 高运",operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,商务对接人,text_or_mixed,0.3444,2,蓝通 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,现金额,text_or_mixed,1.0000,89,23282.51 | 4447.00 | 28865.58,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,订单数,text_or_mixed,1.0000,76,131.0 | 37.0 | 391.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,单体金额,text_or_mixed,1.0000,87,10719.39 | 2663.0 | 19757.79,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,诊所金额,text_or_mixed,1.0000,80,2786.1 | 295.0 | 7134.93,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,连锁总部金额,text_or_mixed,1.0000,28,6956.32 | 1242.0 | 1090.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,连锁加盟金额,text_or_mixed,1.0000,68,2820.7 | 247.0 | 329.66,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按月）,器械店金额,text_or_mixed,1.0000,40,0.0 | 0.0 | 553.2,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,供应商名称,text_or_mixed,1.0000,90,丽康琴保健品 | 丽康琴保健品 | 丽康琴保健品,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,日期,date_candidate,1.0000,30,20260601.0 | 20260602.0 | 20260603.0,,,date_range=2026-06-01..2026-06-30
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,运营人员,text_or_mixed,0.6778,3,"高运,高运 | 高运,高运 | 高运,高运",operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,商务对接人,text_or_mixed,0.3444,2,蓝通 | 蓝通 | 蓝通,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,现金额,text_or_mixed,1.0000,696,2581.76 | 2366.32 | 2557.30,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,订单数,text_or_mixed,1.0000,110,18.0 | 19.0 | 16.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,单体金额,text_or_mixed,1.0000,672,1187.46 | 1754.32 | 1602.3,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,诊所金额,text_or_mixed,1.0000,500,85.5 | 50.0 | 526.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,连锁总部金额,text_or_mixed,1.0000,112,580.0 | 299.8 | 144.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,连锁加盟金额,text_or_mixed,1.0000,417,728.8 | 262.2 | 285.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (4).xlsx,销售额统计（按日）,器械店金额,text_or_mixed,1.0000,109,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（周期汇总）,供应商名称,text_or_mixed,1.0000,91,丽康琴保健品 | 都尔东康 | 普宁普慈,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（周期汇总）,运营人员,text_or_mixed,0.6703,3,"高运,高运 | 高运,高运 | 高运",operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（周期汇总）,商务对接人,text_or_mixed,0.3516,2,蓝通 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（周期汇总）,现金额,text_or_mixed,1.0000,91,228062.32 | 39428.12 | 314148.32,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（周期汇总）,订单数,text_or_mixed,1.0000,89,1479.0 | 387.0 | 4148.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（周期汇总）,单体金额,text_or_mixed,1.0000,90,136310.84 | 20727.5 | 227092.96,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（周期汇总）,诊所金额,text_or_mixed,1.0000,89,24786.14 | 9687.7 | 53755.88,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（周期汇总）,连锁总部金额,text_or_mixed,1.0000,35,30332.88 | 2865.0 | 3715.8,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（周期汇总）,连锁加盟金额,text_or_mixed,1.0000,77,36497.46 | 6003.92 | 8380.92,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（周期汇总）,器械店金额,text_or_mixed,1.0000,59,0.0 | 144.0 | 14752.36,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,供应商名称,text_or_mixed,1.0000,91,丽康琴保健品 | 丽康琴保健品 | 丽康琴保健品,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,月份,text_or_mixed,1.0000,4,202603.0 | 202604.0 | 202605.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,运营人员,text_or_mixed,0.6703,3,"高运,高运 | 高运,高运 | 高运,高运",operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,商务对接人,text_or_mixed,0.3516,2,蓝通 | 蓝通 | 蓝通,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,现金额,text_or_mixed,1.0000,337,62572.27 | 58447.64 | 57259.14,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,订单数,text_or_mixed,1.0000,296,380.0 | 406.0 | 410.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,单体金额,text_or_mixed,1.0000,336,35554.41 | 38445.02 | 35392.36,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,诊所金额,text_or_mixed,1.0000,326,8239.42 | 5096.09 | 5057.33,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,连锁总部金额,text_or_mixed,1.0000,120,7079.06 | 5776.5 | 7232.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,连锁加盟金额,text_or_mixed,1.0000,282,11564.38 | 9130.03 | 9577.45,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按月）,器械店金额,text_or_mixed,1.0000,196,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,供应商名称,text_or_mixed,1.0000,91,丽康琴保健品 | 丽康琴保健品 | 丽康琴保健品,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,日期,date_candidate,1.0000,122,20260301.0 | 20260302.0 | 20260303.0,,,date_range=2026-03-01..2026-06-30
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,运营人员,text_or_mixed,0.6703,3,"高运,高运 | 高运,高运 | 高运,高运",operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,商务对接人,text_or_mixed,0.3516,2,蓝通 | 蓝通 | 蓝通,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,现金额,text_or_mixed,1.0000,7702,2257.06 | 2025.62 | 1100.42,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,订单数,text_or_mixed,1.0000,213,20.0 | 13.0 | 6.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,单体金额,text_or_mixed,1.0000,7299,845.22 | 1289.12 | 825.5,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,诊所金额,text_or_mixed,1.0000,5036,0.0 | 484.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,连锁总部金额,text_or_mixed,1.0000,1152,504.0 | 42.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,连锁加盟金额,text_or_mixed,1.0000,4662,772.84 | 210.5 | 274.92,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (5).xlsx,销售额统计（按日）,器械店金额,text_or_mixed,1.0000,953,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（周期汇总）,供应商名称,text_or_mixed,1.0000,34,子钦医疗 | 有识医药 | 四川共创盛世商贸,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（周期汇总）,运营人员,text_or_mixed,0.9118,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（周期汇总）,商务对接人,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（周期汇总）,现金额,text_or_mixed,1.0000,34,1181.00 | 47164.84 | 307893.85,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（周期汇总）,订单数,text_or_mixed,1.0000,32,3.0 | 216.0 | 1504.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（周期汇总）,单体金额,text_or_mixed,1.0000,33,1181.0 | 21749.37 | 282126.44,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（周期汇总）,诊所金额,text_or_mixed,1.0000,32,0.0 | 1562.4 | 25767.41,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（周期汇总）,连锁总部金额,text_or_mixed,1.0000,4,0.0 | 8943.9 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（周期汇总）,连锁加盟金额,text_or_mixed,1.0000,17,0.0 | 4831.89 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（周期汇总）,器械店金额,text_or_mixed,1.0000,12,0.0 | 10077.28 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,供应商名称,text_or_mixed,1.0000,34,子钦医疗 | 有识医药 | 四川共创盛世商贸,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,月份,text_or_mixed,1.0000,1,202606.0 | 202606.0 | 202606.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,运营人员,text_or_mixed,0.9118,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,商务对接人,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,现金额,text_or_mixed,1.0000,34,1181.00 | 47164.84 | 307893.85,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,订单数,text_or_mixed,1.0000,32,3.0 | 216.0 | 1504.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,单体金额,text_or_mixed,1.0000,33,1181.0 | 21749.37 | 282126.44,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,诊所金额,text_or_mixed,1.0000,32,0.0 | 1562.4 | 25767.41,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,连锁总部金额,text_or_mixed,1.0000,4,0.0 | 8943.9 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,连锁加盟金额,text_or_mixed,1.0000,17,0.0 | 4831.89 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按月）,器械店金额,text_or_mixed,1.0000,12,0.0 | 10077.28 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,供应商名称,text_or_mixed,1.0000,34,子钦医疗 | 子钦医疗 | 子钦医疗,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,日期,date_candidate,1.0000,30,20260601.0 | 20260602.0 | 20260603.0,,,date_range=2026-06-01..2026-06-30
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,运营人员,text_or_mixed,0.9118,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,商务对接人,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,现金额,text_or_mixed,1.0000,650,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,订单数,text_or_mixed,1.0000,101,0.0 | 0.0 | 0.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,单体金额,text_or_mixed,1.0000,612,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,诊所金额,text_or_mixed,1.0000,447,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,连锁总部金额,text_or_mixed,1.0000,31,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,连锁加盟金额,text_or_mixed,1.0000,294,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计 (6).xlsx,销售额统计（按日）,器械店金额,text_or_mixed,1.0000,97,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（周期汇总）,供应商名称,text_or_mixed,1.0000,86,丽康琴保健品 | 都尔东康 | 普宁普慈,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（周期汇总）,运营人员,text_or_mixed,0.7209,3,"高运,高运 | 高运,高运 | 高运",operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（周期汇总）,商务对接人,text_or_mixed,0.3023,2,蓝通 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（周期汇总）,现金额,text_or_mixed,1.0000,86,59574.11 | 11132.70 | 79862.43,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（周期汇总）,订单数,text_or_mixed,1.0000,82,406.0 | 93.0 | 997.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（周期汇总）,单体金额,text_or_mixed,1.0000,86,39451.87 | 5648.5 | 55675.24,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（周期汇总）,诊所金额,text_or_mixed,1.0000,86,5049.6 | 3353.2 | 14657.14,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（周期汇总）,连锁总部金额,text_or_mixed,1.0000,31,6972.6 | 205.0 | 758.6,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（周期汇总）,连锁加盟金额,text_or_mixed,1.0000,72,8100.04 | 1926.0 | 1406.5,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（周期汇总）,器械店金额,text_or_mixed,1.0000,49,0.0 | 0.0 | 5432.95,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,供应商名称,text_or_mixed,1.0000,86,丽康琴保健品 | 丽康琴保健品 | 都尔东康,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,月份,text_or_mixed,1.0000,2,202604.0 | 202605.0 | 202604.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,运营人员,text_or_mixed,0.7209,3,"高运,高运 | 高运,高运 | 高运,高运",operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,商务对接人,text_or_mixed,0.3023,2,蓝通 | 蓝通 | 高运,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,现金额,text_or_mixed,1.0000,170,34159.85 | 25414.26 | 4715.00,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,订单数,text_or_mixed,1.0000,148,218.0 | 188.0 | 45.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,单体金额,text_or_mixed,1.0000,168,23636.65 | 15815.22 | 2056.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,诊所金额,text_or_mixed,1.0000,162,2263.0 | 2786.6 | 1173.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,连锁总部金额,text_or_mixed,1.0000,57,3795.0 | 3177.6 | 70.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,连锁加盟金额,text_or_mixed,1.0000,138,4465.2 | 3634.84 | 1416.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按月）,器械店金额,text_or_mixed,1.0000,87,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,供应商名称,text_or_mixed,1.0000,86,丽康琴保健品 | 丽康琴保健品 | 丽康琴保健品,merchant_supplier,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,日期,date_candidate,1.0000,47,20260415.0 | 20260416.0 | 20260417.0,,,date_range=2026-04-15..2026-05-31
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,运营人员,text_or_mixed,0.7209,3,"高运,高运 | 高运,高运 | 高运,高运",operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,商务对接人,text_or_mixed,0.3023,2,蓝通 | 蓝通 | 蓝通,operator,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,现金额,text_or_mixed,1.0000,2265,2544.00 | 662.00 | 1401.00,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,订单数,text_or_mixed,1.0000,148,14.0 | 9.0 | 12.0,,订单,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,单体金额,text_or_mixed,1.0000,2156,1547.0 | 404.0 | 754.5,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,诊所金额,text_or_mixed,1.0000,1599,0.0 | 38.0 | 240.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,连锁总部金额,text_or_mixed,1.0000,352,600.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,连锁加盟金额,text_or_mixed,1.0000,1500,397.0 | 220.0 | 406.5,,,date_range=..
绩效与商家销售额汇总\03_销售额与经营数据\销售额统计.xlsx,销售额统计（按日）,器械店金额,text_or_mixed,1.0000,311,0.0 | 0.0 | 0.0,,,date_range=..
绩效与商家销售额汇总\24年非药商家售后订单率2025-01-03.xlsx,商家维度,供应商id,text_or_mixed,1.0000,2052,13569 | 14578 | 12646,merchant_supplier,,date_range=..
绩效与商家销售额汇总\24年非药商家售后订单率2025-01-03.xlsx,商家维度,供应商名称,text_or_mixed,0.9995,2051,【已退店】阿福医疗 | 【退店24.1.12】江西栢好康医疗器械 | 中森,merchant_supplier,,date_range=..
绩效与商家销售额汇总\24年非药商家售后订单率2025-01-03.xlsx,商家维度,订单数,text_or_mixed,1.0000,1765,2 | 2 | 2,,订单,date_range=..
绩效与商家销售额汇总\24年非药商家售后订单率2025-01-03.xlsx,商家维度,售后订单数,text_or_mixed,1.0000,959,2 | 2 | 1,,订单,date_range=..
绩效与商家销售额汇总\24年非药商家售后订单率2025-01-03.xlsx,商家维度,商家原因售后订单数,text_or_mixed,1.0000,787,2 | 2 | 1,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\24年非药商家售后订单率2025-01-03.xlsx,商家维度,商务对接人,text_or_mixed,0.9069,29,陈灵珠 | 蓝通 | 王子翔（医械）,operator,,date_range=..
绩效与商家销售额汇总\24年非药商家售后订单率2025-01-03.xlsx,商家维度,商家原因售后订单率,text_or_mixed,1.0000,1884,1 | 1 | 0.5,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\24年非药商家售后订单率2025-01-03.xlsx,商务维度,商务对接人,text_or_mixed,0.9667,29,黄少华 | 余斯亮 | 李安明,operator,,date_range=..
绩效与商家销售额汇总\24年非药商家售后订单率2025-01-03.xlsx,商务维度,订单数,text_or_mixed,1.0000,30,2082094 | 302520 | 12,,订单,date_range=..
